loop,DRate Gbps,Pattern,Channel,TXpre,TXpost,TXattn,vos0,vos1,vos2,vos3,vos4,vos5,vos06,vos07,dc,lf,hf,bw,gain,tap1,tap2,tap3,tap4,tap5,tap6,tap7,tap8,tap9,tapA,tapB,tapC,tapD,errors,BER@eh0V,eh@1e10,eh@1e12,eh@1e15,eh@1e17,eh_r2fit,BER@ew0mUI,ew@1e10,ew@1e12,ew@1e15,ew@1e17,ew_r2fit
96,16.0,prbs31,Macallan_BP,1,0,4,127,137,125,127,141,143,127,129,86,4,15,7,0,5,-10,1,3,-2,0,0,-1,-1,-1,-1,-1,-2,0,3.4427638047882185e-21,78,61,37,23,0.9999920725822449,4.0341603959965805e-37,428,382,321,283,0.9998010993003845
97,16.0,prbs31,Macallan_BP,1,0,4,128,136,125,127,141,143,127,129,88,4,15,7,0,5,-9,-3,3,2,-1,0,-1,-1,-2,-1,-1,-1,0,3.882114444343837e-21,78,60,36,22,0.9999949932098389,8.76692161103968e-36,438,390,324,284,0.9988413453102112
98,16.0,prbs31,Macallan_BP,1,0,4,130,139,122,124,137,138,127,129,85,6,15,7,0,8,-3,4,5,0,1,0,0,-1,-2,-1,-1,-1,0,5.232538843014626e-17,58,38,10,-5,0.9988757967948914,8.998477891264859e-28,375,319,243,197,0.9999996423721313
99,16.0,prbs31,Macallan_BP,1,0,4,129,138,124,125,140,141,127,129,88,5,15,7,0,7,-6,-1,4,3,0,0,0,-1,-1,-1,-1,-1,0,1.775046850832958e-19,71,52,27,12,0.9998982548713684,9.493396865415891e-35,433,384,317,276,0.9999603629112244
100,16.0,prbs31,Macallan_BP,1,0,5,127,136,126,128,142,144,127,129,86,3,15,7,0,5,-12,0,2,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,1.337493516171864e-23,84,68,47,34,0.9999885559082031,2.1417299325021284e-36,426,380,317,279,0.9997438788414001
101,16.0,prbs31,Macallan_BP,1,0,5,129,138,124,125,139,140,127,129,86,5,15,7,0,7,-6,3,4,-1,0,0,-1,-1,-2,0,-1,-1,0,4.283692398465424e-19,67,49,24,9,0.99873286485672,8.372752523151559e-30,390,337,265,221,1.0
102,16.0,prbs31,Macallan_BP,1,0,5,127,136,126,128,142,143,127,129,86,3,15,7,0,4,-11,0,2,-2,-1,0,-1,-1,-1,-1,-1,-1,0,2.4011994509905587e-22,81,64,42,28,0.9982212781906128,3.8654751176700165e-36,423,377,314,276,0.999574601650238
103,16.0,prbs31,Macallan_BP,1,0,5,129,137,124,125,139,140,127,130,84,5,15,7,0,6,-6,0,4,3,0,0,0,-1,-1,-1,-1,-1,0,5.845861639723529e-20,70,52,29,15,0.9984744191169739,6.275413096879299e-33,423,371,302,260,0.9999779462814331
104,16.0,prbs31,Macallan_BP,1,0,5,127,136,126,128,142,144,127,129,90,3,15,7,0,4,-12,0,2,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,9.15427801919518e-24,85,69,47,35,0.9999381899833679,1.2482485098949878e-38,434,389,329,293,0.9999451041221619
105,16.0,prbs31,Macallan_BP,1,0,5,127,136,126,128,142,143,127,129,88,3,15,7,1,5,-10,-3,2,1,-1,-1,-1,-1,-1,0,-1,0,0,1.412301719803845e-23,83,67,46,33,0.9959130883216858,1.3353129632731218e-38,444,399,337,300,0.9998531341552734
106,16.0,prbs31,Macallan_BP,1,0,5,127,136,126,128,142,144,127,129,88,3,15,7,1,5,-10,-3,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,1.4512079428223151e-24,85,70,50,37,0.9998595714569092,9.999936464761066e-41,477,437,383,350,0.9967178106307983
107,16.0,prbs31,Macallan_BP,1,0,5,126,135,127,129,143,145,127,129,88,2,15,7,2,4,-10,-4,1,1,-1,0,-1,-1,-1,-1,-1,-1,0,7.345029758048115e-24,85,69,48,35,0.9997669458389282,9.999936464761066e-41,457,413,354,318,0.9999995231628418
108,16.0,prbs31,Macallan_BP,1,0,5,127,137,125,127,141,142,127,129,84,4,15,7,0,5,-9,-2,2,2,-1,0,-1,-1,-1,-1,-1,-1,0,1.4773845704180747e-20,74,57,33,19,0.9999398589134216,1.2635653806555097e-36,435,388,324,286,0.998350977897644
109,16.0,prbs31,Macallan_BP,2,0,0,128,137,124,126,142,144,127,129,94,4,15,7,0,6,-10,5,3,-5,0,0,-1,-2,-2,-1,-1,-1,0,5.750230730703627e-24,95,77,54,39,0.9984335899353027,7.404522748009359e-35,395,350,289,252,0.999982476234436
110,16.0,prbs31,Macallan_BP,2,0,0,127,137,126,127,145,147,127,129,104,3,15,7,1,5,-11,-4,2,2,-1,0,-1,-1,-1,-1,-1,-1,0,3.820836034191801e-25,101,84,60,46,0.9994105100631714,9.999936464761066e-41,477,434,375,339,0.9993986487388611
111,16.0,prbs31,Macallan_BP,2,0,0,127,137,125,127,144,146,127,129,94,3,15,7,1,5,-11,3,1,-5,-1,-1,-1,-1,-1,-1,-1,-1,0,1.4223098249146345e-23,96,78,53,39,0.9999938011169434,1.8438297989798338e-31,379,331,265,225,0.9995301961898804
112,16.0,prbs31,Macallan_BP,2,0,0,128,136,125,127,144,146,127,129,100,3,15,7,1,6,-11,-3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.2802845791681206e-24,100,82,58,44,0.9993340373039246,9.999936464761066e-41,458,415,356,321,0.9999880194664001
113,16.0,prbs31,Macallan_BP,2,0,0,127,136,126,127,145,146,127,129,102,3,15,7,1,5,-11,0,2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,7.260365111771907e-25,101,83,59,45,0.9983017444610596,4.269604486457484e-40,450,406,346,310,0.9999957084655762
114,16.0,prbs31,Macallan_BP,2,0,0,127,136,124,125,142,143,127,129,96,4,15,7,0,6,-11,-7,3,6,0,0,0,-1,-1,-1,-1,-1,0,4.1991241894220963e-22,89,71,46,30,0.9999362230300903,1.173272793126049e-36,416,371,311,274,0.9999995827674866
115,16.0,prbs31,Macallan_BP,2,0,0,128,137,124,126,142,144,127,129,93,4,15,7,0,6,-10,4,3,-5,0,-1,-1,-2,-1,-1,-1,-1,0,2.951356432311806e-22,91,72,47,31,0.9999890923500061,1.0877192884703559e-32,392,344,279,239,0.9996656775474548
116,16.0,prbs31,Macallan_BP,2,0,0,126,136,125,127,144,145,127,129,96,3,15,7,1,5,-11,-7,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0,5.172788480811625e-24,96,79,55,40,0.9969930052757263,2.5595388167865665e-36,427,381,317,279,0.9999983906745911
117,16.0,prbs31,Macallan_BP,2,0,0,127,137,125,127,145,146,127,129,104,3,15,7,1,6,-11,-4,2,2,-1,0,-1,-1,-1,0,-1,-1,0,5.890061592084662e-25,101,83,60,45,0.9999997615814209,9.999936464761066e-41,475,433,377,342,0.9998821020126343
118,16.0,prbs31,Macallan_BP,2,0,1,127,136,126,127,144,146,127,129,92,3,15,7,1,5,-10,0,2,-2,-1,0,-1,-1,-1,-1,-1,-1,0,1.7328081638238749e-25,100,83,60,47,0.9997068047523499,9.999936464761066e-41,456,413,354,319,0.9999865889549255
119,16.0,prbs31,Macallan_BP,2,0,1,128,137,125,126,142,144,127,129,94,4,15,7,0,6,-10,5,3,-5,0,-1,-1,-1,-1,-2,-1,-1,0,6.393575007143258e-23,90,72,48,34,0.9999796748161316,3.360659086015773e-33,387,341,278,239,0.9986321330070496
120,16.0,prbs31,Macallan_BP,2,0,1,128,137,125,126,143,144,127,129,92,4,15,7,0,6,-10,1,2,-2,-1,0,-1,-1,-1,-1,-1,-1,0,1.0118103670550988e-22,91,73,48,34,0.9975630044937134,6.549393937224187e-38,442,396,334,296,0.9999572038650513
121,16.0,prbs31,Macallan_BP,2,0,1,127,136,125,126,142,144,127,129,96,4,15,7,0,5,-11,-7,3,6,0,0,-1,-1,-1,-1,-1,-1,0,1.9491861039493884e-23,91,73,50,36,0.9988518953323364,3.399210876478762e-32,407,356,288,246,0.9998114705085754
122,16.0,prbs31,Macallan_BP,2,0,1,126,136,125,127,144,145,127,129,94,3,15,7,1,5,-10,3,2,-5,0,0,-1,-1,-1,0,-1,-1,0,1.4528279964557882e-23,94,76,52,38,0.9999927282333374,6.740154679193998e-39,416,374,316,282,0.9999857544898987
123,16.0,prbs31,Macallan_BP,2,0,1,127,136,126,128,144,146,127,129,98,3,15,7,1,5,-11,-4,2,2,-1,0,-1,-1,-1,-1,-1,-1,0,3.402940171134699e-24,96,79,55,41,0.999943196773529,9.999936464761066e-41,471,429,371,337,0.9989550113677979
124,16.0,prbs31,Macallan_BP,2,0,1,127,136,124,126,142,144,127,129,96,4,15,7,0,6,-10,-6,3,6,-1,0,-1,0,-1,-1,-1,-1,0,1.5940244343217656e-21,86,67,42,26,0.9998095035552979,7.003426681977459e-38,432,387,326,289,0.9998771548271179
125,16.0,prbs31,Macallan_BP,2,0,1,127,136,125,127,144,145,127,129,96,3,15,7,1,5,-11,-7,2,5,-1,0,-1,-1,-1,-1,-1,-1,0,2.443313120115017e-25,96,80,58,44,0.9985972046852112,5.275682856634139e-39,433,390,330,294,0.9998245239257812
126,16.0,prbs31,Macallan_BP,2,0,1,128,137,124,126,142,144,127,129,86,4,15,7,0,6,-10,1,2,-2,-1,0,-1,-1,-1,-1,-1,-2,0,3.938982012584078e-22,88,70,45,30,0.9999922513961792,5.3129065943730605e-37,429,383,321,284,0.999993622303009
127,16.0,prbs31,Macallan_BP,2,0,2,129,138,123,125,140,142,127,129,86,5,15,7,0,7,-5,3,4,-1,0,0,-1,-1,-1,-1,-1,-2,0,3.973143217374989e-20,78,59,33,17,0.9999881386756897,2.2428412630685053e-32,407,357,288,247,0.9999566674232483
128,16.0,prbs31,Macallan_BP,2,0,2,129,138,123,125,141,141,127,129,88,5,15,7,0,7,-6,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,6.425421267420822e-20,77,58,32,16,0.9994208812713623,1.8386274813976096e-36,443,395,330,290,0.9999331831932068
129,16.0,prbs31,Macallan_BP,2,0,2,127,136,126,128,144,145,127,129,92,3,15,7,1,4,-10,0,2,-2,0,-1,-1,-1,-1,-1,-1,-1,0,1.0044354502236881e-24,96,79,56,42,0.9979867339134216,9.999936464761066e-41,450,407,349,313,0.9998725056648254
130,16.0,prbs31,Macallan_BP,2,0,2,129,138,123,125,140,142,127,129,88,5,15,7,0,7,-6,-1,4,2,0,-1,0,-1,-1,-1,-1,-1,0,9.598736564369352e-20,77,57,31,15,0.9970970749855042,4.308565941729462e-36,436,388,323,284,0.9992684721946716
131,16.0,prbs31,Macallan_BP,2,0,2,127,136,126,127,143,145,127,129,88,3,15,7,1,5,-10,-3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,6.49728759417546e-26,97,81,59,46,0.9998674988746643,9.999936464761066e-41,470,427,369,334,0.9997718334197998
132,16.0,prbs31,Macallan_BP,2,0,2,130,138,123,125,141,142,127,129,92,5,15,7,0,7,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,1.0484179306189506e-21,83,65,41,26,0.9999194145202637,1.2157682977073844e-34,425,376,310,270,0.999926745891571
133,16.0,prbs31,Macallan_BP,2,0,2,129,138,123,124,140,142,127,130,90,5,15,7,0,7,-6,3,4,0,0,0,-1,-1,-1,-1,-1,-1,0,2.758543367592897e-21,82,64,39,24,0.9999378323554993,6.441765923214787e-35,423,375,310,271,0.9998769164085388
134,16.0,prbs31,Macallan_BP,2,0,2,126,136,126,127,144,145,127,129,88,3,15,7,1,4,-10,-4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.586784216644257e-26,98,82,61,48,0.9999232292175293,9.999936464761066e-41,478,436,380,345,0.9994655251502991
135,16.0,prbs31,Macallan_BP,2,0,2,129,138,124,125,140,142,127,129,90,5,15,7,0,7,-6,3,4,0,0,0,-1,-1,-1,-2,-1,-1,0,3.415813942532164e-21,81,63,38,24,0.9999836087226868,2.1121644324437232e-32,416,364,295,253,0.9995760321617126
136,16.0,prbs31,Macallan_BP,2,0,3,127,136,127,127,144,145,127,129,86,3,15,7,1,5,-10,0,2,-2,-1,0,-1,-1,-1,-1,-1,-1,0,1.1359801392640183e-23,90,73,50,37,0.999818742275238,9.999936464761066e-41,448,406,348,313,0.9998339414596558
137,16.0,prbs31,Macallan_BP,2,0,3,129,138,124,125,140,141,127,129,84,5,15,7,0,7,-6,-1,3,2,0,0,0,-1,-1,-1,-1,-1,0,2.473018315900788e-19,72,53,27,12,0.9953977465629578,9.202441546240164e-35,426,378,312,272,0.9999943375587463
138,16.0,prbs31,Macallan_BP,2,0,3,129,139,124,125,140,142,127,129,88,5,15,7,0,7,-6,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,5.322340557457973e-20,76,57,32,16,0.9992702007293701,7.291710009046057e-35,437,387,320,279,0.999535083770752
139,16.0,prbs31,Macallan_BP,2,0,3,130,139,122,124,138,140,127,129,86,6,15,7,0,8,-2,5,5,-1,1,0,-1,-1,-1,-1,-1,-1,0,1.4690675712070485e-16,58,37,7,-10,0.9962674379348755,2.303644893876544e-31,407,355,284,241,0.9987358450889587
140,16.0,prbs31,Macallan_BP,2,0,3,127,136,126,128,143,145,127,129,89,3,15,7,1,4,-10,-1,2,-1,-1,-1,-1,-1,-1,0,-1,-1,0,3.5516876262659935e-24,91,75,52,39,0.9999428391456604,9.999936464761066e-41,457,414,357,322,0.9998477101325989
141,16.0,prbs31,Macallan_BP,2,0,3,129,138,124,125,140,141,127,129,85,5,15,7,0,7,-6,3,4,-1,0,0,-1,-1,-1,-1,-2,-1,0,1.9363245021283053e-19,73,54,28,12,0.9999988675117493,2.8481829327909107e-31,399,348,278,236,0.9998676776885986
142,16.0,prbs31,Macallan_BP,2,0,3,127,136,126,128,143,145,127,129,86,3,15,7,1,5,-10,0,2,-2,0,0,-1,-1,-1,-1,-1,-1,0,5.8179119155476834e-24,91,74,51,38,0.999775230884552,5.686603258292578e-38,437,391,330,293,0.9999436140060425
143,16.0,prbs31,Macallan_BP,2,0,3,129,138,124,126,140,141,127,129,91,5,15,7,0,7,-6,6,4,-4,0,0,0,-1,-1,-1,-1,-1,0,1.2179759223922043e-21,80,63,39,25,0.9999118447303772,1.3850059998297788e-29,367,316,248,206,0.9987239241600037
144,16.0,prbs31,Macallan_BP,2,0,3,128,137,125,127,142,144,127,129,86,4,15,7,0,5,-10,1,2,-2,0,-1,-1,-1,-1,-1,-1,-1,0,1.386492976498217e-21,82,64,40,25,0.9999980330467224,1.6422487184328365e-35,425,378,313,275,0.9999207258224487
145,16.0,prbs31,Macallan_BP,2,0,4,129,138,124,125,140,141,127,129,84,5,15,7,0,7,-6,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,8.40166644791514e-21,76,58,35,20,0.9999112486839294,1.6479230025502822e-37,445,398,335,296,0.9986205697059631
146,16.0,prbs31,Macallan_BP,2,0,4,129,137,124,125,140,141,127,129,84,5,15,7,0,7,-6,0,4,2,0,0,0,-1,-1,-1,-1,-1,0,8.39959706757432e-21,76,58,35,20,0.9987571239471436,2.1350942324173535e-36,444,396,330,291,0.9999675750732422
147,16.0,prbs31,Macallan_BP,2,0,4,129,138,124,125,140,141,127,129,86,5,15,7,0,7,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,7.305472601825461e-20,73,55,30,15,0.9999322891235352,6.085914311329278e-31,404,352,280,237,0.9999723434448242
148,16.0,prbs31,Macallan_BP,2,0,4,127,137,125,127,142,143,127,129,86,4,15,7,0,5,-9,1,3,-2,0,0,-1,-1,-1,-1,-1,-1,0,5.640913263164621e-23,84,67,45,32,0.997672438621521,1.374673750771798e-38,439,394,333,297,0.9995508193969727
149,16.0,prbs31,Macallan_BP,2,0,4,128,137,125,127,141,143,127,129,84,4,15,7,0,6,-10,-2,2,2,0,0,-1,-1,-1,-1,-1,-1,0,2.560927874530402e-22,82,66,43,29,0.9970601797103882,8.44976345124375e-38,443,397,334,296,0.9995542764663696
150,16.0,prbs31,Macallan_BP,2,0,4,128,137,125,127,142,143,127,129,90,4,15,7,0,6,-10,1,3,-1,0,-1,-1,-1,-1,0,-1,-1,0,2.554218055096189e-21,80,62,38,24,0.9999778270721436,4.1356798779773636e-39,442,398,337,301,0.9997968077659607
151,16.0,prbs31,Macallan_BP,2,0,4,128,138,124,125,140,141,127,129,84,5,15,7,0,7,-6,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,2.7160577640983966e-21,78,60,37,23,0.9993184208869934,6.850694139979568e-35,437,387,320,279,0.9977148771286011
152,16.0,prbs31,Macallan_BP,2,0,4,127,138,125,127,142,143,127,129,86,4,15,7,0,6,-10,1,2,-2,-1,0,-1,-1,-1,-1,-1,-1,0,2.3977271390334907e-23,85,68,46,33,0.9999309182167053,6.231318725971327e-36,426,379,315,277,0.9999982714653015
153,16.0,prbs31,Macallan_BP,2,0,4,127,136,126,128,143,145,127,129,86,3,15,7,1,5,-10,0,2,-2,0,-1,-1,-1,-1,-1,-1,-1,0,5.96862800025278e-24,89,72,50,37,0.9996052384376526,9.999936464761066e-41,454,412,354,319,0.9999988675117493
154,16.0,prbs31,Macallan_BP,2,0,5,128,137,126,127,142,143,127,129,85,4,15,7,0,5,-9,1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,8.612407768853247e-22,79,63,39,26,0.999999463558197,3.0732452725887685e-38,447,401,338,301,0.9999985694885254
155,16.0,prbs31,Macallan_BP,2,0,5,128,137,125,127,142,143,127,129,84,4,15,7,0,5,-9,-2,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,1.1207419919118827e-21,79,62,39,25,0.9999973773956299,9.999936464761066e-41,479,437,381,347,0.9999948143959045
156,16.0,prbs31,Macallan_BP,2,0,5,129,138,124,126,139,141,127,129,84,5,15,7,0,7,-5,0,4,2,0,0,0,-1,-1,-1,-1,-1,0,3.477834738850732e-20,72,54,31,16,0.9999070167541504,4.3702856801482363e-35,438,389,321,281,0.9999857544898987
157,16.0,prbs31,Macallan_BP,2,0,5,128,137,125,127,142,143,127,129,84,4,15,7,0,6,-9,-2,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,1.805321842126993e-23,83,67,46,33,0.9998515248298645,2.1226467644432067e-39,453,408,346,309,0.9979990720748901
158,16.0,prbs31,Macallan_BP,2,0,5,128,136,125,127,141,143,127,129,86,4,15,7,0,5,-9,1,3,-2,0,0,-1,-1,-1,-1,-1,-1,0,1.2481406586160318e-22,81,65,43,29,0.9999995231628418,4.678095411783193e-36,427,380,316,278,0.9934676885604858
159,16.0,prbs31,Macallan_BP,2,0,5,129,138,124,125,140,141,127,129,84,5,15,7,0,7,-6,0,4,2,0,0,-1,0,-2,-1,-1,-1,0,2.6867729856815037e-20,72,55,31,17,0.9996592402458191,1.7335971436063138e-33,429,378,309,267,0.9998504519462585
160,16.0,prbs31,Macallan_BP,2,0,5,128,138,124,126,140,141,127,129,84,5,15,7,0,7,-6,-1,4,2,0,0,0,-1,-2,-1,-1,-1,0,3.997616937653217e-20,71,53,30,16,0.99344402551651,9.823944457639265e-36,437,388,323,283,0.9998763799667358
161,16.0,prbs31,Macallan_BP,2,0,5,129,138,124,126,140,141,127,129,84,5,15,7,0,7,-6,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,1.4143467091488716e-21,76,59,37,23,0.999754011631012,2.5904721065529157e-35,437,388,322,282,0.9995907545089722
162,16.0,prbs31,Macallan_BP,2,0,5,127,136,125,127,141,143,127,129,84,4,15,7,0,5,-9,-2,3,2,0,0,-1,-1,-1,0,-1,-1,0,2.7617160339213603e-21,77,60,37,23,0.9999403357505798,9.999936464761066e-41,459,415,355,319,0.9999925494194031
163,16.0,prbs31,Macallan_BP,3,0,0,127,136,126,127,145,146,127,129,98,3,15,7,1,5,-11,-4,2,2,-1,0,-1,-1,-1,-1,-1,-1,0,5.343482206402947e-26,103,86,64,50,0.9999374747276306,9.999936464761066e-41,472,431,374,340,0.999968945980072
164,16.0,prbs31,Macallan_BP,3,0,0,127,136,126,127,145,146,127,130,94,3,15,7,1,5,-10,3,1,-5,-1,0,-1,-1,-1,-1,-1,-1,0,5.647560451346382e-25,101,84,60,45,0.9999822378158569,2.2104691900633555e-38,418,376,317,282,0.9994494318962097
165,16.0,prbs31,Macallan_BP,3,0,0,127,136,126,127,145,146,127,129,100,3,15,7,1,5,-10,-3,2,1,0,-1,-1,-1,-1,-1,-1,-1,0,7.84805640302279e-26,104,87,63,49,0.9999998807907104,9.999936464761066e-41,460,415,355,319,0.9989720582962036
166,16.0,prbs31,Macallan_BP,3,0,0,127,136,125,126,143,144,127,129,88,4,15,7,0,6,-11,-3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,0,3.0969390057393566e-22,91,72,47,31,0.9999542832374573,9.999936464761066e-41,460,417,358,323,0.9998419284820557
167,16.0,prbs31,Macallan_BP,3,0,0,129,138,123,125,141,142,127,129,96,5,15,7,0,7,-6,-5,5,7,0,0,0,-1,-1,-1,-1,-1,0,2.7268355390580223e-19,79,58,29,12,0.9999465346336365,1.8773047314227992e-33,412,363,296,256,0.9999004006385803
168,16.0,prbs31,Macallan_BP,3,0,0,128,137,125,126,144,145,127,129,102,4,15,7,0,6,-10,1,3,-1,0,0,0,-1,-1,0,-1,-1,0,3.215620041065716e-22,94,75,48,32,0.9975138902664185,2.1112449807840123e-40,451,407,347,311,0.9999709725379944
169,16.0,prbs31,Macallan_BP,3,0,0,126,135,127,129,146,148,127,129,102,2,15,7,2,3,-11,-1,1,-2,-1,0,-1,-1,-1,0,-1,0,0,1.303988632120256e-26,108,91,68,54,0.9998611211776733,9.999936464761066e-41,451,407,348,313,0.9999648928642273
170,16.0,prbs31,Macallan_BP,3,0,0,129,138,123,124,141,143,127,129,92,5,15,7,0,8,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,2.769583122928815e-21,87,68,42,26,0.9985113143920898,1.485963893600756e-37,442,396,333,295,0.9998558759689331
171,16.0,prbs31,Macallan_BP,3,0,0,129,138,123,124,141,143,127,129,98,5,15,7,0,7,-6,-1,5,4,1,0,0,0,-1,0,-1,-1,0,1.590253268282486e-20,85,65,37,21,0.9999597072601318,4.060490887885892e-38,451,404,341,303,0.9995816349983215
172,16.0,prbs31,Macallan_BP,3,0,1,128,138,124,124,141,142,127,129,86,5,15,7,0,7,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,7.89629805115693e-19,77,55,26,9,0.9997897148132324,3.4914423964513384e-35,426,378,313,273,1.0
173,16.0,prbs31,Macallan_BP,3,0,1,126,136,126,127,144,146,127,129,88,3,15,7,1,4,-10,-3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,8.648334335491409e-28,104,88,67,54,0.999878466129303,9.999936464761066e-41,481,439,383,349,0.9997917413711548
174,16.0,prbs31,Macallan_BP,3,0,1,129,138,123,125,141,142,127,129,90,5,15,7,0,7,-6,3,4,-1,0,0,-1,-1,-1,-1,-2,-1,0,2.8927225763876523e-19,79,58,29,12,0.9968752861022949,1.475241340281122e-33,418,368,301,260,0.9995216727256775
175,16.0,prbs31,Macallan_BP,3,0,1,127,136,125,126,143,145,127,129,88,4,15,7,0,6,-10,-3,3,2,-1,0,-1,-1,-1,-1,-1,-1,0,3.361279521970313e-23,92,75,50,36,0.999997615814209,9.999936464761066e-41,482,441,385,351,0.9999896287918091
176,16.0,prbs31,Macallan_BP,3,0,1,129,138,123,125,141,142,127,129,84,5,15,7,0,7,-6,0,4,2,-1,0,-1,-1,-2,-1,-1,-1,0,4.311775518854098e-20,80,61,34,18,0.9999523758888245,3.047556156169969e-36,441,393,328,288,0.999992847442627
177,16.0,prbs31,Macallan_BP,3,0,1,130,140,122,123,139,140,127,129,86,6,15,7,0,9,-3,5,5,0,0,0,-1,-1,-2,-1,-1,-1,0,2.9619482376554007e-18,71,50,21,4,0.9999368786811829,3.796448245323921e-30,403,349,275,231,0.9999982118606567
178,16.0,prbs31,Macallan_BP,3,0,1,128,137,125,126,143,145,127,129,90,4,15,7,0,6,-10,1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,3.928022360138549e-25,99,82,59,45,0.9968030452728271,9.999936464761066e-41,468,427,371,337,0.9992420673370361
179,16.0,prbs31,Macallan_BP,3,0,1,129,138,123,125,141,142,127,129,86,5,15,7,0,7,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-2,0,6.072473104562804e-19,77,55,27,10,0.9993687272071838,2.4206576669329684e-35,426,378,314,274,0.9989085793495178
180,16.0,prbs31,Macallan_BP,3,0,1,125,134,128,129,147,149,127,129,94,1,15,7,2,3,-13,1,0,-5,-1,-1,-1,-1,-1,-1,-1,-1,0,4.7721088701241596e-29,111,95,74,61,0.9999328255653381,9.999936464761066e-41,429,389,336,303,0.9914953112602234
181,16.0,prbs31,Macallan_BP,3,0,2,129,138,123,125,141,142,127,129,86,5,15,7,0,7,-6,3,3,-1,0,0,-1,-1,-1,-1,-1,-1,0,4.714297381561534e-20,79,59,33,17,0.9983899593353271,1.1058206473892595e-32,412,362,293,252,0.9999914765357971
182,16.0,prbs31,Macallan_BP,3,0,2,129,138,124,125,141,143,127,129,90,5,15,7,0,7,-6,2,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,1.9270314006546373e-20,80,61,35,20,0.9999755620956421,4.0265099699741856e-33,424,373,304,262,0.9999901056289673
183,16.0,prbs31,Macallan_BP,3,0,2,129,138,124,125,141,142,127,129,86,5,15,7,0,7,-5,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,3.263846562903089e-21,82,64,39,24,0.9999927282333374,1.4789771872668446e-35,426,378,314,275,0.9999974966049194
184,16.0,prbs31,Macallan_BP,3,0,2,127,136,126,127,144,146,127,129,90,3,15,7,1,5,-10,0,2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,9.77488566281086e-26,98,82,60,46,0.999956488609314,9.999936464761066e-41,473,433,378,345,0.9998303651809692
185,16.0,prbs31,Macallan_BP,3,0,2,129,138,123,125,141,142,127,129,84,5,15,7,0,7,-6,0,3,2,0,0,-1,-1,-2,-1,-1,-1,0,6.831388333037631e-21,81,63,37,22,0.999903678894043,9.752801773465998e-38,452,405,341,302,0.999995231628418
186,16.0,prbs31,Macallan_BP,3,0,2,127,137,125,127,142,144,127,129,88,4,15,7,0,5,-10,-3,3,2,-1,0,-1,-1,-1,-1,-1,-1,0,9.982013470486085e-27,97,82,61,49,0.9996973276138306,9.999936464761066e-41,472,432,376,343,0.9999590516090393
187,16.0,prbs31,Macallan_BP,3,0,2,129,138,124,125,141,143,127,129,92,5,15,7,0,7,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,4.641197554349964e-23,88,71,48,34,0.9992468357086182,7.904257578454697e-33,421,370,300,258,0.9997343420982361
188,16.0,prbs31,Macallan_BP,3,0,2,129,138,124,125,141,142,127,129,86,5,15,7,0,7,-6,3,4,-1,0,0,-1,-1,-2,-1,-1,-1,0,2.5987944254628285e-21,82,64,39,24,0.9996151328086853,9.364091298629683e-37,436,389,325,287,0.9999980926513672
189,16.0,prbs31,Macallan_BP,3,0,2,129,138,123,125,141,142,127,129,84,5,15,7,0,7,-6,0,4,2,0,0,-1,-1,-2,-1,-1,-1,0,5.1948607289487184e-20,78,59,33,17,0.9994856119155884,2.6038043506928853e-35,437,388,322,282,0.9999353885650635
190,16.0,prbs31,Macallan_BP,3,0,3,126,136,126,128,144,145,127,129,88,3,15,7,1,5,-10,-3,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,1.5563524460045467e-25,94,78,57,44,0.9996809363365173,9.999936464761066e-41,475,433,377,343,0.9991897940635681
